LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ISR,HUR,TOT,PC_LF,M,2019-04,3.940906,
ISR,HUR,TOT,PC_LF,M,2019-05,3.683456,
ISR,HUR,TOT,PC_LF,M,2019-06,3.970801,
ISR,HUR,TOT,PC_LF,M,2019-07,3.645815,
ISR,HUR,TOT,PC_LF,M,2019-08,3.626702,
ISR,HUR,TOT,PC_LF,M,2019-09,3.561311,
ISR,HUR,TOT,PC_LF,M,2019-10,3.569196,
ISR,HUR,TOT,PC_LF,M,2019-11,4.003902,
ISR,HUR,TOT,PC_LF,M,2019-12,3.660503,
ISR,HUR,TOT,PC_LF,M,2020-01,3.751459,
ISR,HUR,TOT,PC_LF,M,2020-02,3.37014,
ISR,HUR,TOT,PC_LF,M,2020-03,3.458091,
ISR,HUR,TOT,PC_LF,M,2020-04,3.643675,
ISR,HUR,TOT,PC_LF,M,2020-05,4.135507,
ISR,HUR,TOT,PC_LF,M,2020-06,4.703501,
ISR,HUR,TOT,PC_LF,M,2020-07,4.75884,
ISR,HUR,TOT,PC_LF,M,2020-08,4.833556,
ISR,HUR,TOT,PC_LF,M,2020-09,4.561455,
ISR,HUR,TOT,PC_LF,M,2020-10,4.607674,
ISR,HUR,TOT,PC_LF,M,2020-11,4.804612,
ISR,HUR,TOT,PC_LF,M,2020-12,4.874817,
ISR,HUR,TOT,PC_LF,M,2021-01,4.692632,
ISR,HUR,TOT,PC_LF,M,2021-02,5.17564,
ISR,HUR,TOT,PC_LF,M,2021-03,5.429307,
ISR,HUR,TOT,PC_LF,M,2021-04,5.314301,
ISR,HUR,TOT,PC_LF,M,2021-05,5.400897,
ISR,HUR,TOT,PC_LF,M,2021-06,5.201376,
ISR,HUR,TOT,PC_LF,M,2021-07,4.988142,
ISR,HUR,TOT,PC_LF,M,2021-08,4.999467,
ISR,HUR,TOT,PC_LF,M,2021-09,5.027317,
ISR,HUR,TOT,PC_LF,M,2021-10,4.80628,
ISR,HUR,TOT,PC_LF,M,2021-11,4.366094,
ISR,HUR,TOT,PC_LF,M,2021-12,4.101063,
ISR,HUR,TOT,PC_LF,M,2022-01,3.887385,
SVN,HUR,TOT,PC_LF,M,2010-11,7.8,
SVN,HUR,TOT,PC_LF,M,2010-12,8,
SVN,HUR,TOT,PC_LF,M,2011-01,8,
SVN,HUR,TOT,PC_LF,M,2011-02,8.1,
SVN,HUR,TOT,PC_LF,M,2011-03,8.1,
SVN,HUR,TOT,PC_LF,M,2011-04,8,
SVN,HUR,TOT,PC_LF,M,2011-05,7.9,
SVN,HUR,TOT,PC_LF,M,2011-06,8,
SVN,HUR,TOT,PC_LF,M,2011-07,8.1,
SVN,HUR,TOT,PC_LF,M,2011-08,8.1,
SVN,HUR,TOT,PC_LF,M,2011-09,8.4,
SVN,HUR,TOT,PC_LF,M,2011-10,8.7,
SVN,HUR,TOT,PC_LF,M,2011-11,8.9,
SVN,HUR,TOT,PC_LF,M,2011-12,8.6,
SVN,HUR,TOT,PC_LF,M,2012-01,8.2,
SVN,HUR,TOT,PC_LF,M,2012-02,8.1,
SVN,HUR,TOT,PC_LF,M,2012-03,8,
SVN,HUR,TOT,PC_LF,M,2012-04,8.1,
SVN,HUR,TOT,PC_LF,M,2012-05,8.5,
SVN,HUR,TOT,PC_LF,M,2012-06,8.9,
SVN,HUR,TOT,PC_LF,M,2012-07,9.4,
SVN,HUR,TOT,PC_LF,M,2012-08,9.6,
SVN,HUR,TOT,PC_LF,M,2012-09,9.7,
SVN,HUR,TOT,PC_LF,M,2012-10,9.6,
SVN,HUR,TOT,PC_LF,M,2012-11,9.5,
SVN,HUR,TOT,PC_LF,M,2012-12,9.7,
SVN,HUR,TOT,PC_LF,M,2013-01,10.2,
SVN,HUR,TOT,PC_LF,M,2013-02,10.6,
SVN,HUR,TOT,PC_LF,M,2013-03,10.8,
SVN,HUR,TOT,PC_LF,M,2013-04,10.8,
SVN,HUR,TOT,PC_LF,M,2013-05,10.7,
SVN,HUR,TOT,PC_LF,M,2013-06,10.3,
SVN,HUR,TOT,PC_LF,M,2013-07,10,
SVN,HUR,TOT,PC_LF,M,2013-08,9.8,
SVN,HUR,TOT,PC_LF,M,2013-09,9.7,
SVN,HUR,TOT,PC_LF,M,2013-10,9.6,
SVN,HUR,TOT,PC_LF,M,2013-11,9.7,
SVN,HUR,TOT,PC_LF,M,2013-12,9.9,
SVN,HUR,TOT,PC_LF,M,2014-01,10.2,
SVN,HUR,TOT,PC_LF,M,2014-02,10.3,
SVN,HUR,TOT,PC_LF,M,2014-03,10.1,
SVN,HUR,TOT,PC_LF,M,2014-04,9.7,
SVN,HUR,TOT,PC_LF,M,2014-05,9.6,
SVN,HUR,TOT,PC_LF,M,2014-06,9.5,
SVN,HUR,TOT,PC_LF,M,2014-07,9.6,
SVN,HUR,TOT,PC_LF,M,2014-08,9.7,
SVN,HUR,TOT,PC_LF,M,2014-09,9.7,
SVN,HUR,TOT,PC_LF,M,2014-10,9.7,
SVN,HUR,TOT,PC_LF,M,2014-11,9.7,
SVN,HUR,TOT,PC_LF,M,2014-12,9.6,
SVN,HUR,TOT,PC_LF,M,2015-01,9.3,
SVN,HUR,TOT,PC_LF,M,2015-02,9.2,
SVN,HUR,TOT,PC_LF,M,2015-03,9.3,
SVN,HUR,TOT,PC_LF,M,2015-04,9.5,
SVN,HUR,TOT,PC_LF,M,2015-05,9.5,
SVN,HUR,TOT,PC_LF,M,2015-06,9.4,
SVN,HUR,TOT,PC_LF,M,2015-07,9.1,
SVN,HUR,TOT,PC_LF,M,2015-08,8.9,
SVN,HUR,TOT,PC_LF,M,2015-09,8.7,
SVN,HUR,TOT,PC_LF,M,2015-10,8.6,
SVN,HUR,TOT,PC_LF,M,2015-11,8.5,
SVN,HUR,TOT,PC_LF,M,2015-12,8.5,
SVN,HUR,TOT,PC_LF,M,2016-01,8.4,
SVN,HUR,TOT,PC_LF,M,2016-02,8.3,
SVN,HUR,TOT,PC_LF,M,2016-03,8.3,
SVN,HUR,TOT,PC_LF,M,2016-04,8.2,
SVN,HUR,TOT,PC_LF,M,2016-05,8.1,
SVN,HUR,TOT,PC_LF,M,2016-06,7.9,
SVN,HUR,TOT,PC_LF,M,2016-07,7.6,
SVN,HUR,TOT,PC_LF,M,2016-08,7.5,
SVN,HUR,TOT,PC_LF,M,2016-09,7.7,
SVN,HUR,TOT,PC_LF,M,2016-10,8.1,
SVN,HUR,TOT,PC_LF,M,2016-11,8.2,
SVN,HUR,TOT,PC_LF,M,2016-12,8.1,
SVN,HUR,TOT,PC_LF,M,2017-01,7.7,
SVN,HUR,TOT,PC_LF,M,2017-02,7.3,
SVN,HUR,TOT,PC_LF,M,2017-03,7,
SVN,HUR,TOT,PC_LF,M,2017-04,6.7,
SVN,HUR,TOT,PC_LF,M,2017-05,6.6,
SVN,HUR,TOT,PC_LF,M,2017-06,6.6,
SVN,HUR,TOT,PC_LF,M,2017-07,6.6,
SVN,HUR,TOT,PC_LF,M,2017-08,6.5,
SVN,HUR,TOT,PC_LF,M,2017-09,6.3,
SVN,HUR,TOT,PC_LF,M,2017-10,6.1,
SVN,HUR,TOT,PC_LF,M,2017-11,5.9,
SVN,HUR,TOT,PC_LF,M,2017-12,5.7,
SVN,HUR,TOT,PC_LF,M,2018-01,5.6,
SVN,HUR,TOT,PC_LF,M,2018-02,5.6,
SVN,HUR,TOT,PC_LF,M,2018-03,5.5,
SVN,HUR,TOT,PC_LF,M,2018-04,5.4,
SVN,HUR,TOT,PC_LF,M,2018-05,5.4,
SVN,HUR,TOT,PC_LF,M,2018-06,5.3,
SVN,HUR,TOT,PC_LF,M,2018-07,5.3,
SVN,HUR,TOT,PC_LF,M,2018-08,5.2,
SVN,HUR,TOT,PC_LF,M,2018-09,4.9,
SVN,HUR,TOT,PC_LF,M,2018-10,4.6,
SVN,HUR,TOT,PC_LF,M,2018-11,4.4,
SVN,HUR,TOT,PC_LF,M,2018-12,4.4,
SVN,HUR,TOT,PC_LF,M,2019-01,4.5,
SVN,HUR,TOT,PC_LF,M,2019-02,4.6,
SVN,HUR,TOT,PC_LF,M,2019-03,4.5,
SVN,HUR,TOT,PC_LF,M,2019-04,4.3,
SVN,HUR,TOT,PC_LF,M,2019-05,4.3,
SVN,HUR,TOT,PC_LF,M,2019-06,4.5,
SVN,HUR,TOT,PC_LF,M,2019-07,4.9,
SVN,HUR,TOT,PC_LF,M,2019-08,4.9,
SVN,HUR,TOT,PC_LF,M,2019-09,4.7,
SVN,HUR,TOT,PC_LF,M,2019-10,4.3,
SVN,HUR,TOT,PC_LF,M,2019-11,4.1,
SVN,HUR,TOT,PC_LF,M,2019-12,3.9,
SVN,HUR,TOT,PC_LF,M,2020-01,4.1,
SVN,HUR,TOT,PC_LF,M,2020-02,4.2,
SVN,HUR,TOT,PC_LF,M,2020-03,4.5,
SVN,HUR,TOT,PC_LF,M,2020-04,5.3,
SVN,HUR,TOT,PC_LF,M,2020-05,5.5,
SVN,HUR,TOT,PC_LF,M,2020-06,5.4,
SVN,HUR,TOT,PC_LF,M,2020-07,5.2,
SVN,HUR,TOT,PC_LF,M,2020-08,5.2,
SVN,HUR,TOT,PC_LF,M,2020-09,5.1,
SVN,HUR,TOT,PC_LF,M,2020-10,5.1,
SVN,HUR,TOT,PC_LF,M,2020-11,5.2,
SVN,HUR,TOT,PC_LF,M,2020-12,5.3,
SVN,HUR,TOT,PC_LF,M,2021-01,5.4,
SVN,HUR,TOT,PC_LF,M,2021-02,5.3,
SVN,HUR,TOT,PC_LF,M,2021-03,5.1,
SVN,HUR,TOT,PC_LF,M,2021-04,4.8,
SVN,HUR,TOT,PC_LF,M,2021-05,4.6,
SVN,HUR,TOT,PC_LF,M,2021-06,4.4,
SVN,HUR,TOT,PC_LF,M,2021-07,4.4,
SVN,HUR,TOT,PC_LF,M,2021-08,4.5,
SVN,HUR,TOT,PC_LF,M,2021-09,4.6,
SVN,HUR,TOT,PC_LF,M,2021-10,4.7,
SVN,HUR,TOT,PC_LF,M,2021-11,4.6,
SVN,HUR,TOT,PC_LF,M,2021-12,4.4,
SVN,HUR,TOT,PC_LF,M,2022-01,4.2,
OECD,HUR,TOT,PC_LF,M,2010-11,8.498495,E
OECD,HUR,TOT,PC_LF,M,2010-12,8.368111,E
OECD,HUR,TOT,PC_LF,M,2011-01,8.242953,E
OECD,HUR,TOT,PC_LF,M,2011-02,8.187129,E
OECD,HUR,TOT,PC_LF,M,2011-03,8.094477,E
OECD,HUR,TOT,PC_LF,M,2011-04,8.114399,E
OECD,HUR,TOT,PC_LF,M,2011-05,8.138097,E
OECD,HUR,TOT,PC_LF,M,2011-06,8.171742,E
OECD,HUR,TOT,PC_LF,M,2011-07,8.138326,E
OECD,HUR,TOT,PC_LF,M,2011-08,8.129584,E
OECD,HUR,TOT,PC_LF,M,2011-09,8.14301,E
OECD,HUR,TOT,PC_LF,M,2011-10,8.107518,E
OECD,HUR,TOT,PC_LF,M,2011-11,8.13686,E
OECD,HUR,TOT,PC_LF,M,2011-12,8.118768,E
OECD,HUR,TOT,PC_LF,M,2012-01,8.058746,E
OECD,HUR,TOT,PC_LF,M,2012-02,8.136006,E
OECD,HUR,TOT,PC_LF,M,2012-03,8.109112,E
OECD,HUR,TOT,PC_LF,M,2012-04,8.123948,E
OECD,HUR,TOT,PC_LF,M,2012-05,8.124339,E
OECD,HUR,TOT,PC_LF,M,2012-06,8.10437,E
OECD,HUR,TOT,PC_LF,M,2012-07,8.115898,E
OECD,HUR,TOT,PC_LF,M,2012-08,8.091285,E
OECD,HUR,TOT,PC_LF,M,2012-09,8.06641,E
OECD,HUR,TOT,PC_LF,M,2012-10,8.109675,E
OECD,HUR,TOT,PC_LF,M,2012-11,8.177654,E
OECD,HUR,TOT,PC_LF,M,2012-12,8.218576,E
OECD,HUR,TOT,PC_LF,M,2013-01,8.30541,E
OECD,HUR,TOT,PC_LF,M,2013-02,8.214979,E
OECD,HUR,TOT,PC_LF,M,2013-03,8.156635,E
OECD,HUR,TOT,PC_LF,M,2013-04,8.160929,E
OECD,HUR,TOT,PC_LF,M,2013-05,8.104173,E
OECD,HUR,TOT,PC_LF,M,2013-06,8.05528,E
OECD,HUR,TOT,PC_LF,M,2013-07,7.96428,E
OECD,HUR,TOT,PC_LF,M,2013-08,7.987511,E
OECD,HUR,TOT,PC_LF,M,2013-09,7.956114,E
OECD,HUR,TOT,PC_LF,M,2013-10,7.88731,E
OECD,HUR,TOT,PC_LF,M,2013-11,7.811275,E
OECD,HUR,TOT,PC_LF,M,2013-12,7.72313,E
OECD,HUR,TOT,PC_LF,M,2014-01,7.700108,E
OECD,HUR,TOT,PC_LF,M,2014-02,7.716008,E
OECD,HUR,TOT,PC_LF,M,2014-03,7.703381,E
OECD,HUR,TOT,PC_LF,M,2014-04,7.516867,E
OECD,HUR,TOT,PC_LF,M,2014-05,7.512942,E
OECD,HUR,TOT,PC_LF,M,2014-06,7.441273,E
OECD,HUR,TOT,PC_LF,M,2014-07,7.468867,E
OECD,HUR,TOT,PC_LF,M,2014-08,7.398131,E
OECD,HUR,TOT,PC_LF,M,2014-09,7.329889,E
OECD,HUR,TOT,PC_LF,M,2014-10,7.291827,E
OECD,HUR,TOT,PC_LF,M,2014-11,7.306246,E
OECD,HUR,TOT,PC_LF,M,2014-12,7.160281,E
OECD,HUR,TOT,PC_LF,M,2015-01,7.1691,E
OECD,HUR,TOT,PC_LF,M,2015-02,7.113611,E
OECD,HUR,TOT,PC_LF,M,2015-03,7.041155,E
OECD,HUR,TOT,PC_LF,M,2015-04,7.046654,E
OECD,HUR,TOT,PC_LF,M,2015-05,7.035979,E
OECD,HUR,TOT,PC_LF,M,2015-06,6.923772,E
OECD,HUR,TOT,PC_LF,M,2015-07,6.831003,E
OECD,HUR,TOT,PC_LF,M,2015-08,6.795328,E
OECD,HUR,TOT,PC_LF,M,2015-09,6.754347,E
OECD,HUR,TOT,PC_LF,M,2015-10,6.735552,E
OECD,HUR,TOT,PC_LF,M,2015-11,6.672161,E
OECD,HUR,TOT,PC_LF,M,2015-12,6.701876,E
OECD,HUR,TOT,PC_LF,M,2016-01,6.60768,E
OECD,HUR,TOT,PC_LF,M,2016-02,6.599184,E
OECD,HUR,TOT,PC_LF,M,2016-03,6.621439,E
OECD,HUR,TOT,PC_LF,M,2016-04,6.552393,E
OECD,HUR,TOT,PC_LF,M,2016-05,6.474904,E
OECD,HUR,TOT,PC_LF,M,2016-06,6.475616,E
OECD,HUR,TOT,PC_LF,M,2016-07,6.433256,E
OECD,HUR,TOT,PC_LF,M,2016-08,6.433687,E
OECD,HUR,TOT,PC_LF,M,2016-09,6.470422,E
OECD,HUR,TOT,PC_LF,M,2016-10,6.393657,E
OECD,HUR,TOT,PC_LF,M,2016-11,6.333805,E
OECD,HUR,TOT,PC_LF,M,2016-12,6.34301,E
OECD,HUR,TOT,PC_LF,M,2017-01,6.27093,E
OECD,HUR,TOT,PC_LF,M,2017-02,6.220994,E
OECD,HUR,TOT,PC_LF,M,2017-03,6.137093,E
OECD,HUR,TOT,PC_LF,M,2017-04,6.027159,E
OECD,HUR,TOT,PC_LF,M,2017-05,6.028913,E
OECD,HUR,TOT,PC_LF,M,2017-06,5.900664,E
OECD,HUR,TOT,PC_LF,M,2017-07,5.852994,E
OECD,HUR,TOT,PC_LF,M,2017-08,5.878744,E
OECD,HUR,TOT,PC_LF,M,2017-09,5.821972,E
OECD,HUR,TOT,PC_LF,M,2017-10,5.776224,E
OECD,HUR,TOT,PC_LF,M,2017-11,5.765301,E
OECD,HUR,TOT,PC_LF,M,2017-12,5.693462,E
OECD,HUR,TOT,PC_LF,M,2018-01,5.595828,E
OECD,HUR,TOT,PC_LF,M,2018-02,5.59712,E
OECD,HUR,TOT,PC_LF,M,2018-03,5.550034,E
OECD,HUR,TOT,PC_LF,M,2018-04,5.532596,E
OECD,HUR,TOT,PC_LF,M,2018-05,5.433125,E
OECD,HUR,TOT,PC_LF,M,2018-06,5.47898,E
OECD,HUR,TOT,PC_LF,M,2018-07,5.420177,E
OECD,HUR,TOT,PC_LF,M,2018-08,5.45229,E
OECD,HUR,TOT,PC_LF,M,2018-09,5.438725,E
OECD,HUR,TOT,PC_LF,M,2018-10,5.479857,E
OECD,HUR,TOT,PC_LF,M,2018-11,5.492858,E
OECD,HUR,TOT,PC_LF,M,2018-12,5.570122,E
OECD,HUR,TOT,PC_LF,M,2019-01,5.602755,E
OECD,HUR,TOT,PC_LF,M,2019-02,5.520058,E
OECD,HUR,TOT,PC_LF,M,2019-03,5.533165,E
OECD,HUR,TOT,PC_LF,M,2019-04,5.437093,E
OECD,HUR,TOT,PC_LF,M,2019-05,5.407498,E
OECD,HUR,TOT,PC_LF,M,2019-06,5.347904,E
OECD,HUR,TOT,PC_LF,M,2019-07,5.403251,E
OECD,HUR,TOT,PC_LF,M,2019-08,5.388927,E
OECD,HUR,TOT,PC_LF,M,2019-09,5.363356,E
OECD,HUR,TOT,PC_LF,M,2019-10,5.375008,E
OECD,HUR,TOT,PC_LF,M,2019-11,5.369639,E
OECD,HUR,TOT,PC_LF,M,2019-12,5.312825,E
OECD,HUR,TOT,PC_LF,M,2020-01,5.383132,E
OECD,HUR,TOT,PC_LF,M,2020-02,5.307885,E
OECD,HUR,TOT,PC_LF,M,2020-03,5.609639,E
OECD,HUR,TOT,PC_LF,M,2020-04,8.782825,E
OECD,HUR,TOT,PC_LF,M,2020-05,8.614679,E
OECD,HUR,TOT,PC_LF,M,2020-06,8.275156,E
OECD,HUR,TOT,PC_LF,M,2020-07,8.144409,E
OECD,HUR,TOT,PC_LF,M,2020-08,7.584055,E
OECD,HUR,TOT,PC_LF,M,2020-09,7.389773,E
OECD,HUR,TOT,PC_LF,M,2020-10,7.124168,E
OECD,HUR,TOT,PC_LF,M,2020-11,6.945485,E
OECD,HUR,TOT,PC_LF,M,2020-12,6.900746,E
OECD,HUR,TOT,PC_LF,M,2021-01,6.878527,E
OECD,HUR,TOT,PC_LF,M,2021-02,6.737779,E
OECD,HUR,TOT,PC_LF,M,2021-03,6.596704,E
OECD,HUR,TOT,PC_LF,M,2021-04,6.666381,E
OECD,HUR,TOT,PC_LF,M,2021-05,6.450963,E
OECD,HUR,TOT,PC_LF,M,2021-06,6.267434,E
OECD,HUR,TOT,PC_LF,M,2021-07,6.074169,E
OECD,HUR,TOT,PC_LF,M,2021-08,5.915482,E
OECD,HUR,TOT,PC_LF,M,2021-09,5.74759,E
OECD,HUR,TOT,PC_LF,M,2021-10,5.65362,E
OECD,HUR,TOT,PC_LF,M,2021-11,5.469329,E
OECD,HUR,TOT,PC_LF,M,2021-12,5.341654,E
OECD,HUR,TOT,PC_LF,M,2022-01,5.321384,E
G-7,HUR,TOT,PC_LF,M,2010-11,8.143668,E
G-7,HUR,TOT,PC_LF,M,2010-12,7.910071,E
G-7,HUR,TOT,PC_LF,M,2011-01,7.802044,E
G-7,HUR,TOT,PC_LF,M,2011-02,7.690078,E
G-7,HUR,TOT,PC_LF,M,2011-03,7.652262,E
G-7,HUR,TOT,PC_LF,M,2011-04,7.688304,E
G-7,HUR,TOT,PC_LF,M,2011-05,7.668392,E
G-7,HUR,TOT,PC_LF,M,2011-06,7.707542,E
G-7,HUR,TOT,PC_LF,M,2011-07,7.673207,E
G-7,HUR,TOT,PC_LF,M,2011-08,7.648342,E
G-7,HUR,TOT,PC_LF,M,2011-09,7.67969,E
G-7,HUR,TOT,PC_LF,M,2011-10,7.610368,E
G-7,HUR,TOT,PC_LF,M,2011-11,7.583477,E
G-7,HUR,TOT,PC_LF,M,2011-12,7.530663,E
G-7,HUR,TOT,PC_LF,M,2012-01,7.468208,E
G-7,HUR,TOT,PC_LF,M,2012-02,7.449664,E
G-7,HUR,TOT,PC_LF,M,2012-03,7.461655,E
G-7,HUR,TOT,PC_LF,M,2012-04,7.437304,E
G-7,HUR,TOT,PC_LF,M,2012-05,7.422388,E
G-7,HUR,TOT,PC_LF,M,2012-06,7.426973,E
G-7,HUR,TOT,PC_LF,M,2012-07,7.419012,E
G-7,HUR,TOT,PC_LF,M,2012-08,7.32369,E
G-7,HUR,TOT,PC_LF,M,2012-09,7.254553,E
G-7,HUR,TOT,PC_LF,M,2012-10,7.290862,E
G-7,HUR,TOT,PC_LF,M,2012-11,7.255534,E
G-7,HUR,TOT,PC_LF,M,2012-12,7.358376,E
G-7,HUR,TOT,PC_LF,M,2013-01,7.458016,E
G-7,HUR,TOT,PC_LF,M,2013-02,7.323729,E
G-7,HUR,TOT,PC_LF,M,2013-03,7.238943,E
G-7,HUR,TOT,PC_LF,M,2013-04,7.241572,E
G-7,HUR,TOT,PC_LF,M,2013-05,7.207589,E
G-7,HUR,TOT,PC_LF,M,2013-06,7.180464,E
G-7,HUR,TOT,PC_LF,M,2013-07,7.030749,E
G-7,HUR,TOT,PC_LF,M,2013-08,7.06316,E
G-7,HUR,TOT,PC_LF,M,2013-09,7.029783,E
G-7,HUR,TOT,PC_LF,M,2013-10,6.984413,E
G-7,HUR,TOT,PC_LF,M,2013-11,6.850749,E
G-7,HUR,TOT,PC_LF,M,2013-12,6.725672,E
G-7,HUR,TOT,PC_LF,M,2014-01,6.663307,E
G-7,HUR,TOT,PC_LF,M,2014-02,6.676749,E
G-7,HUR,TOT,PC_LF,M,2014-03,6.649695,E
G-7,HUR,TOT,PC_LF,M,2014-04,6.443479,E
G-7,HUR,TOT,PC_LF,M,2014-05,6.458318,E
G-7,HUR,TOT,PC_LF,M,2014-06,6.332978,E
G-7,HUR,TOT,PC_LF,M,2014-07,6.40653,E
G-7,HUR,TOT,PC_LF,M,2014-08,6.316633,E
G-7,HUR,TOT,PC_LF,M,2014-09,6.26942,E
G-7,HUR,TOT,PC_LF,M,2014-10,6.191778,E
G-7,HUR,TOT,PC_LF,M,2014-11,6.196405,E
G-7,HUR,TOT,PC_LF,M,2014-12,6.013298,E
G-7,HUR,TOT,PC_LF,M,2015-01,6.059764,E
G-7,HUR,TOT,PC_LF,M,2015-02,5.980907,E
G-7,HUR,TOT,PC_LF,M,2015-03,5.949334,E
G-7,HUR,TOT,PC_LF,M,2015-04,5.936215,E
G-7,HUR,TOT,PC_LF,M,2015-05,6.002866,E
G-7,HUR,TOT,PC_LF,M,2015-06,5.856378,E
G-7,HUR,TOT,PC_LF,M,2015-07,5.755726,E
G-7,HUR,TOT,PC_LF,M,2015-08,5.700212,E
G-7,HUR,TOT,PC_LF,M,2015-09,5.662939,E
G-7,HUR,TOT,PC_LF,M,2015-10,5.615787,E
G-7,HUR,TOT,PC_LF,M,2015-11,5.635183,E
G-7,HUR,TOT,PC_LF,M,2015-12,5.614294,E
G-7,HUR,TOT,PC_LF,M,2016-01,5.520874,E
G-7,HUR,TOT,PC_LF,M,2016-02,5.552913,E
G-7,HUR,TOT,PC_LF,M,2016-03,5.569331,E
G-7,HUR,TOT,PC_LF,M,2016-04,5.601389,E
G-7,HUR,TOT,PC_LF,M,2016-05,5.454133,E
G-7,HUR,TOT,PC_LF,M,2016-06,5.453518,E
G-7,HUR,TOT,PC_LF,M,2016-07,5.398047,E
G-7,HUR,TOT,PC_LF,M,2016-08,5.418843,E
G-7,HUR,TOT,PC_LF,M,2016-09,5.476926,E
G-7,HUR,TOT,PC_LF,M,2016-10,5.409129,E
G-7,HUR,TOT,PC_LF,M,2016-11,5.355291,E
G-7,HUR,TOT,PC_LF,M,2016-12,5.322474,E
G-7,HUR,TOT,PC_LF,M,2017-01,5.266116,E
G-7,HUR,TOT,PC_LF,M,2017-02,5.195279,E
G-7,HUR,TOT,PC_LF,M,2017-03,5.095417,E
G-7,HUR,TOT,PC_LF,M,2017-04,5.024255,E
G-7,HUR,TOT,PC_LF,M,2017-05,5.076629,E
G-7,HUR,TOT,PC_LF,M,2017-06,4.965754,E
G-7,HUR,TOT,PC_LF,M,2017-07,4.963408,E
G-7,HUR,TOT,PC_LF,M,2017-08,4.975444,E
G-7,HUR,TOT,PC_LF,M,2017-09,4.888441,E
G-7,HUR,TOT,PC_LF,M,2017-10,4.843383,E
G-7,HUR,TOT,PC_LF,M,2017-11,4.825378,E
G-7,HUR,TOT,PC_LF,M,2017-12,4.768636,E
G-7,HUR,TOT,PC_LF,M,2018-01,4.682534,E
G-7,HUR,TOT,PC_LF,M,2018-02,4.693985,E
G-7,HUR,TOT,PC_LF,M,2018-03,4.663939,E
G-7,HUR,TOT,PC_LF,M,2018-04,4.642939,E
G-7,HUR,TOT,PC_LF,M,2018-05,4.49828,E
G-7,HUR,TOT,PC_LF,M,2018-06,4.598152,E
G-7,HUR,TOT,PC_LF,M,2018-07,4.489852,E
G-7,HUR,TOT,PC_LF,M,2018-08,4.471069,E
G-7,HUR,TOT,PC_LF,M,2018-09,4.424994,E
G-7,HUR,TOT,PC_LF,M,2018-10,4.486032,E
G-7,HUR,TOT,PC_LF,M,2018-11,4.460104,E
G-7,HUR,TOT,PC_LF,M,2018-12,4.479439,E
G-7,HUR,TOT,PC_LF,M,2019-01,4.525574,E
G-7,HUR,TOT,PC_LF,M,2019-02,4.393837,E
G-7,HUR,TOT,PC_LF,M,2019-03,4.397108,E
G-7,HUR,TOT,PC_LF,M,2019-04,4.316626,E
G-7,HUR,TOT,PC_LF,M,2019-05,4.277445,E
G-7,HUR,TOT,PC_LF,M,2019-06,4.231757,E
G-7,HUR,TOT,PC_LF,M,2019-07,4.231791,E
G-7,HUR,TOT,PC_LF,M,2019-08,4.20261,E
G-7,HUR,TOT,PC_LF,M,2019-09,4.163423,E
G-7,HUR,TOT,PC_LF,M,2019-10,4.210438,E
G-7,HUR,TOT,PC_LF,M,2019-11,4.213735,E
G-7,HUR,TOT,PC_LF,M,2019-12,4.199484,E
G-7,HUR,TOT,PC_LF,M,2020-01,4.223032,E
G-7,HUR,TOT,PC_LF,M,2020-02,4.181941,E
G-7,HUR,TOT,PC_LF,M,2020-03,4.573918,E
G-7,HUR,TOT,PC_LF,M,2020-04,9.151293,E
G-7,HUR,TOT,PC_LF,M,2020-05,8.651551,E
G-7,HUR,TOT,PC_LF,M,2020-06,7.799535,E
G-7,HUR,TOT,PC_LF,M,2020-07,7.558302,E
G-7,HUR,TOT,PC_LF,M,2020-08,6.866909,E
G-7,HUR,TOT,PC_LF,M,2020-09,6.601483,E
G-7,HUR,TOT,PC_LF,M,2020-10,6.174111,E
G-7,HUR,TOT,PC_LF,M,2020-11,5.985221,E
G-7,HUR,TOT,PC_LF,M,2020-12,5.99658,E
G-7,HUR,TOT,PC_LF,M,2021-01,5.89201,E
G-7,HUR,TOT,PC_LF,M,2021-02,5.757362,E
G-7,HUR,TOT,PC_LF,M,2021-03,5.570572,E
G-7,HUR,TOT,PC_LF,M,2021-04,5.637342,E
G-7,HUR,TOT,PC_LF,M,2021-05,5.481346,E
G-7,HUR,TOT,PC_LF,M,2021-06,5.459958,E
G-7,HUR,TOT,PC_LF,M,2021-07,5.157724,E
G-7,HUR,TOT,PC_LF,M,2021-08,5.035394,E
G-7,HUR,TOT,PC_LF,M,2021-09,4.814932,E
G-7,HUR,TOT,PC_LF,M,2021-10,4.686409,E
G-7,HUR,TOT,PC_LF,M,2021-11,4.489747,E
G-7,HUR,TOT,PC_LF,M,2021-12,4.313582,E
G-7,HUR,TOT,PC_LF,M,2022-01,4.345271,E
EA19,HUR,TOT,PC_LF,M,2010-11,10.3,
EA19,HUR,TOT,PC_LF,M,2010-12,10.2,
EA19,HUR,TOT,PC_LF,M,2011-01,10.2,
EA19,HUR,TOT,PC_LF,M,2011-02,10.2,
EA19,HUR,TOT,PC_LF,M,2011-03,10.1,
EA19,HUR,TOT,PC_LF,M,2011-04,10,
EA19,HUR,TOT,PC_LF,M,2011-05,10.1,
